TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST,,,,,,,,,,,,,,,,,,,
None,771,Fast,8,Mumbai,Azad,3.9,771,500,,,,,,,,,,,,,,,,,,,
QUICK,4101,South,8,Navi Mumbai,Nerul,3.9,524,400,,,,,,,,,,,,,,,,,,,
CASUAL,14614,Continental,11,Bangalore,HSR,4.2,88,1000,,,,,,,,,,,,,,,,,,,
CASUAL,10858,Biryani,7,Chennai,Pallavaram,2.8,44,400,,,,,,,,,,,,,,,,,,,
None,10665,North,11,New Delhi,Ashok,3.9,318,200,,,,,,,,,,,,,,,,,,,
CASUAL,3944,North,0:00,Hyderabad,Hitech,4.6,1045,1300,,,,,,,,,,,,,,,,,,,
None,710,South,12,Hyderabad,Kukatpally,2.6,166,600,,,,,,,,,,,,,,,,,,,
BEVERAGE,8239,Juices,11,Thane,Thane,NEW,,100,,,,,,,,,,,,,,,,,,,
QUICK,4290,Chinese,0:00,Hyderabad,Kondapur,3.9,421,400,,,,,,,,,,,,,,,,,,,
DESSERT,2025,Ice,11,Kochi,Kaloor,4.1,67,150,,,,,,,,,,,,,,,,,,,
QUICK,11300,North,1,Gurgaon,DLF,3.7,95,400,,,,,,,,,,,,,,,,,,,
BEVERAGE,7741,Beverages,11,Bangalore,Doddathoguru,NEW,,200,,,,,,,,,,,,,,,,,,,
CAFÉ,12822,Cafe,11,Chembur.,Tilak,4.2,842,300,,,,,,,,,,,,,,,,,,,
CASUAL,12727,South,0:00,Chennai,GST,3.0,161,550,,,,,,,,,,,,,,,,,,,
QUICK,11253,Biryani,11,Bangalore,BTM,3.9,221,600,,,,,,,,,,,,,,,,,,,
CASUAL,2387,Continental,11,Maharashtra,Mumbai,4.2,309,2000,,,,,,,,,,,,,,,,,,,
QUICK,3048,Fast,11,Chennai,Nungambakkam,3.3,138,350,,,,,,,,,,,,,,,,,,,
QUICK,13852,North,11,Faridabad,Sector,4.1,145,500,,,,,,,,,,,,,,,,,,,
CASUAL,11746,North,11,Mumbai,Vile,3.8,297,750,,,,,,,,,,,,,,,,,,,
None,815,North,12,New Delhi,Vasant,4.0,212,600,,,,,,,,,,,,,,,,,,,
QUICK,9559,North,Closed,Chennai,Ramapuram,2.9,227,600,,,,,,,,,,,,,,,,,,,
BAR,2982,North,0:00,Hyderabad,Kothapet,3.6,510,1000,,,,,,,,,,,,,,,,,,,
PUB,2519,Continental,12,New Delhi,Green,4.1,767,1900,,,,,,,,,,,,,,,,,,,
QUICK,9589,South,10,New Delhi,Rohini,3.9,362,200,,,,,,,,,,,,,,,,,,,
MESS,9963,Kerala,0:00,Chennai,Chengalpattu,3.6,39,200,,,,,,,,,,,,,,,,,,,
None,5467,Fast,11,opp gurudwara Shakurpur,Near,3.8,245,100,,,,,,,,,,,,,,,,,,,
MICROBREWERY,10699,American,12,Gurgaon,DLF,4.1,1001,1750,,,,,,,,,,,,,,,,,,,
None,12009,Rolls,0:00,Bangalore,Banashankari,3.2,33,250,,,,,,,,,,,,,,,,,,,
CASUAL,1786,Kerala,11,Kochi,Marine,3.3,20,550,,,,,,,,,,,,,,,,,,,
None,11472,Chinese,12,New Delhi,WZ-,3.5,56,200,,,,,,,,,,,,,,,,,Nagar,,
CASUAL,6178,South,7,Chennai,Navallur,2.9,145,450,,,,,,,,,,,,,,,,,,,
CASUAL,664,Italian,11,Bangalore,Rajarajeshwari,4.3,720,1200,,,,,,,,,,,,,,,,,,,
CASUAL,3920,North,12,Thane,Thane,4.5,101,1000,,,,,,,,,,,,,,,,,,,
CASUAL,6985,North,0:00,New Delhi,Greater,3.7,146,1200,,,,,,,,,,,,,,,,,,,
BAKERY,15190,Bakery,11,New Delhi,Connaught,4.3,4792,400,,,,,,,,,,,,,,,,,,,
QUICK,7477,Mughlai,5,Noida,Near,3.9,44,400,,,,,,,,,,,,,,,,,,,
CASUAL,14691,Continental,12,Chennai,T.,4.1,862,1350,,,,,,,,,,,,,,,,,,,
QUICK,5864,South,7,Bangalore,Rajajinagar,4.3,342,300,,,,,,,,,,,,,,,,,,,
CAFÉ,13556,Beverages,11,Mumbai,Malad,NEW,,600,,,,,,,,,,,,,,,,,,,
QUICK,9219,Andhra,12,Chennai,Chennai,3.4,30,300,,,,,,,,,,,,,,,,,,,
QUICK,41,Bakery,0:00,Hyderabad,L,2.7,56,60,,,,,,,,,,,,,,,,,,,
QUICK,13661,Chinese,12,Mumbai,Mahakali,3.4,110,500,,,,,,,,,,,,,,,,,,,
CASUAL,9755,Bengali,0:00,Telagana Land Line:040-48507016,Hyderbad,3.5,70,500,,,,,,,,,,,,,,,,,,,
BAR,323,Continental,12,Hyderabad,Jubilee,4.2,85,1500,,,,,,,,,,,,,,,,,,,
CASUAL,11025,North,12,Mumbai,Powai,3.7,2834,1500,,,,,,,,,,,,,,,,,,,
MICROBREWERY,10512,Bar,0:00,Gurgaon,Sector,4.3,4635,1500,,,,,,,,,,,,,,,,,,,
KIOSK,11166,Fast,12,Bangalore,Whitefield,3.5,13,150,,,,,,,,,,,,,,,,,,,
None,13943,North,12,New Delhi,Dwarka,4.5,803,500,,,,,,,,,,,,,,,,,,,
CASUAL,4613,Continental,0:00,Bangalore,HSR,4.0,686,750,,,,,,,,,,,,,,,,,,,
FINE,9788,American,8,Mumbai,Khar,4.2,1491,3500,,,,,,,,,,,,,,,,,,,
None,10361,Pizza,12mid,Ghaziabad,Indirapuram,3.6,245,400,,,,,,,,,,,,,,,,,,,
None,5775,Bakery,Closed,Noida,Sector,4.0,220,350,,,,,,,,,,,,,,,,,,,
QUICK,10220,Pizza,11,Hyderabad,Gachibowli,3.7,856,650,,,,,,,,,,,,,,,,,,,
QUICK,7768,Street,0:00,Hyderabad,Begum,4.1,732,100,,,,,,,,,,,,,,,,,,,
CASUAL,4421,Continental,12,Thane,Kalyan,4.4,80,900,,,,,,,,,,,,,,,,,,,
CASUAL,11028,North,12,Hyderabad,Kukatpally,3.1,70,450,,,,,,,,,,,,,,,,,,,
QUICK,10559,North,8,New Delhi,Uttam,3.7,129,300,,,,,,,,,,,,,,,,,,,
CASUAL,12813,Mughlai,12,Mumbai,Mahim,3.9,391,1100,,,,,,,,,,,,,,,,,,,
DESSERT,3283,Ice,11,Hyderabad,Malakpet,3.9,133,150,,,,,,,,,,,,,,,,,,,
None,15027,South,11,Hyderabad,Hitech,2.6,42,300,,,,,,,,,,,,,,,,,,,
QUICK,6455,Maharashtrian,9,Mumbai,Parel,3.5,49,200,,,,,,,,,,,,,,,,,,,
QUICK,11909,Arabian,12,Hyderabad,Tolichowki,3.4,44,350,,,,,,,,,,,,,,,,,,,
PUB,1209,Finger,12,Bangalore,Koramangala,4.3,1590,1200,,,,,,,,,,,,,,,,,,,
QUICK,3187,Chinese,11,Hyderabad,Tarnaka,3.9,285,350,,,,,,,,,,,,,,,,,,,
CASUAL,7792,Continental,12,Bangalore,Frazer,4.0,125,1000,,,,,,,,,,,,,,,,,,,
CASUAL,3615,North,11,Faridabad,Sector,3.5,56,550,,,,,,,,,,,,,,,,,,,
QUICK,1724,South,0:00,Chennai,T.,3.9,43,500,,,,,,,,,,,,,,,,,,,
BAKERY,9896,Bakery,0:00,Noida,Sector,3.8,364,450,,,,,,,,,,,,,,,,,,,
CASUAL,5947,Kerala,5,Kochi,Pallimukku,2.9,14,600,,,,,,,,,,,,,,,,,,,
BAKERY,7114,Bakery,11,Bangalore,Whitefield,4.1,43,400,,,,,,,,,,,,,,,,,,,
CASUAL,722,North,0:00,Kochi,Fort,-,,350,,,,,,,,,,,,,,,,,,,
BAR,14436,Continental,12,Bangalore,JP,3.4,59,1300,,,,,,,,,,,,,,,,,,,
FINE,4725,Mediterranean,0:00,Hyderabad,Hitech,3.9,50,2200,,,,,,,,,,,,,,,,,,,
QUICK,12533,South,12,Bangalore,CV,3.6,35,450,,,,,,,,,,,,,,,,,,,
BAKERY,633,Bakery,10,Bangalore,Lavelle,4.2,233,300,,,,,,,,,,,,,,,,,,,
CAFÉ,2558,Cafe,0:00,New Delhi,Satyaniketan,3.8,632,600,,,,,,,,,,,,,,,,,,,
QUICK,344,South,11,Hyderabad,Dilsukhnagar,3.1,187,800,,,,,,,,,,,,,,,,,,,
CASUAL,10877,Rajasthani,12,Bangalore,Indiranagar,4.0,1144,900,,,,,,,,,,,,,,,,,,,
CLUB,7407,Finger,Closed,New Delhi,Barakhamba,3.9,998,5000,,,,,,,,,,,,,,,,,,,
QUICK,9707,North,11,Thane,Thane,3.9,59,500,,,,,,,,,,,,,,,,,,,
CASUAL,3640,Pizza,12,Mumbai,Goregaon,4.6,377,750,,,,,,,,,,,,,,,,,,,
QUICK,5503,North,0:00,Gurgaon,Sohna,3.1,221,600,,,,,,,,,,,,,,,,,,,
QUICK,5382,Arabian,11,Hyderabad,Kukatpally,3.2,402,500,,,,,,,,,,,,,,,,,,,
QUICK,7061,South,0:00,Bangalore,Jayanagar,4.0,133,400,,,,,,,,,,,,,,,,,,,
CAFÉ,15100,Cafe,12,Chennai,Adyar,4.0,53,400,,,,,,,,,,,,,,,,,,,
CASUAL,13780,Seafood,12,Bangalore,Sarjapur,4.3,4173,1400,,,,,,,,,,,,,,,,,,,
QUICK,10439,Maharashtrian,7,Karnataka,Bengaluru,3.7,13,200,,,,,,,,,,,,,,,,,,,
CASUAL,7694,South,6,Chennai,Velachery,4.1,82,300,,,,,,,,,,,,,,,,,,,
CASUAL,1429,Bengali,11,Gurgaon,Near,4.1,305,1000,,,,,,,,,,,,,,,,,,,
DESSERT,15115,Desserts,0:00,Chennai,K,4.1,79,250,,,,,,,,,,,,,,,,,,,
FINE,7182,North,6,Bangalore,Rajajinagar,4.0,620,1800,,,,,,,,,,,,,,,,,,,
DESSERT,13564,Desserts,10,Mumbai,Grant,4.4,58,400,,,,,,,,,,,,,,,,,,,
QUICK,13749,North,7,Bangalore,Whitefield,3.9,198,300,,,,,,,,,,,,,,,,,,,
QUICK,14554,Biryani,11,Chennai,Madipakkam,3.4,55,300,,,,,,,,,,,,,,,,,,,
CASUAL,566,Kerala,0:00,Kerala,Kakkanad,4.2,691,300,,,,,,,,,,,,,,,,,,,
CASUAL,9298,Portuguese,0:00,New Delhi,Connaught,4.2,3226,1200,,,,,,,,,,,,,,,,,,,
CASUAL,12956,European,12,Bangalore,Lavelle,4.1,1352,2100,,,,,,,,,,,,,,,,,,,
CAFÉ,1799,Cafe,0:00,Bandra West,Hill,4.0,1676,1400,,,,,,,,,,,,,,,,,,,
CAFÉ,14291,Cafe,0:00,Mumbai,Mulund,4.1,487,750,,,,,,,,,,,,,,,,,,,
QUICK,3579,Mughlai,0:00,Secunderabad,A,2.9,415,300,,,,,,,,,,,,,,,,,,,
QUICK,13053,South,7,Chennai,Virugambakkam,3.4,37,300,,,,,,,,,,,,,,,,,,,
BEVERAGE,2120,Beverages,10,Bangalore,Kalyan,4.0,101,400,,,,,,,,,,,,,,,,,,,
BAKERY,10467,Bakery,10,Hyderabad,Abids,3.2,73,300,,,,,,,,,,,,,,,,,,,
CASUAL,8926,Asian,11,Chennai,Injambakkam,4.0,132,1500,,,,,,,,,,,,,,,,,,,
CAFÉ,12806,Cafe,7,Hyderabad,Jubilee,4.4,1180,700,,,,,,,,,,,,,,,,,,,
CASUAL,14149,Continental,12,Navi Mumbai,Vashi,4.0,636,1300,,,,,,,,,,,,,,,,,,,
QUICK,14445,Chinese,11,Kochi,Marine,3.5,44,500,,,,,,,,,,,,,,,,,,,
CASUAL,12998,South,8,Chennai,Sholinganallur,3.4,156,600,,,,,,,,,,,,,,,,,,,
CASUAL,9222,South,0:00,Secunderabad,ECIL,4.1,269,400,,,,,,,,,,,,,,,,,,,
QUICK,3811,South,6,Hyderabad,Dilsukhnagar,3.8,347,80,,,,,,,,,,,,,,,,,,,
CASUAL,7004,North,10,Edappally,Near,-,,200,,,,,,,,,,,,,,,,,,,
None,12876,North,11,Gurgaon,Sector,4.3,149,500,,,,,,,,,,,,,,,,,,,
CASUAL,6495,Chinese,0:00,Chennai,Kovalam,3.0,65,1000,,,,,,,,,,,,,,,,,,,
QUICK,11845,Fast,7,Bangalore,Koramangala,NEW,,150,,,,,,,,,,,,,,,,,,,
None,2932,North,1,Mumbai,Chembur,3.5,21,700,,,,,,,,,,,,,,,,,,,
CASUAL,944,Arabian,12,Kadavanthra,SCB,-,,500,,,,,,,,,,,,,,,,,,,
None,9115,North,12,New Delhi,Near,3.8,282,450,,,,,,,,,,,,,,,,,,,
PUB,10723,Continental,12,Mumbai,Juhu,4.0,1484,1600,,,,,,,,,,,,,,,,,,,
QUICK,9733,Oriya,9,Bangalore,Marathahalli,3.2,98,500,,,,,,,,,,,,,,,,,,,
CASUAL,10837,Chinese,12,Mumbai,Ghatkopar,3.9,1746,1800,,,,,,,,,,,,,,,,,,,
FINE,12430,Continental,0:00,New Delhi,Connaught,4.1,250,3300,,,,,,,,,,,,,,,,,,,
CAFÉ,2395,Cafe,11,Bangalore,Rajarajeshwari,4.0,85,600,,,,,,,,,,,,,,,,,,,
QUICK,4700,North,11,Bangalore,Electronic,3.6,35,400,,,,,,,,,,,,,,,,,,,
CASUAL,9489,Biryani,12,Chennai,Thousand,3.3,39,450,,,,,,,,,,,,,,,,,,,
CASUAL,473,Italian,7,Mumbai,Goregaon,4.0,55,600,,,,,,,,,,,,,,,,,,,
CASUAL,9306,North,9,Mumbai,Fort,3.7,180,500,,,,,,,,,,,,,,,,,,,
CAFÉ,15099,Fast,12mid,New Delhi,SDA,4.4,504,400,,,,,,,,,,,,,,,,,,,
CASUAL,9843,North,11,Mumbai,Bandra,3.7,150,600,,,,,,,,,,,,,,,,,,,
CASUAL,13366,Japanese,12,Chennai,Alwarpet,4.2,334,2000,,,,,,,,,,,,,,,,,,,
QUICK,12228,North,11,New Delhi,Kalkaji,3.6,319,600,,,,,,,,,,,,,,,,,,,
CASUAL,13584,Arabian,11,Hyderabad,Madhapur,4.1,41,1000,,,,,,,,,,,,,,,,,,,
CASUAL,33,Pizza,11,Bangalore,JP,4.1,212,800,,,,,,,,,,,,,,,,,,,
CASUAL,797,Andhra,12,Chennai,T.,4.3,59,400,,,,,,,,,,,,,,,,,,,
QUICK,10416,Fast,12,Kochi,Mattancherry,-,,200,,,,,,,,,,,,,,,,,,,
CAFÉ,5092,Cafe,12,Kochi,Panampilly,3.3,13,300,,,,,,,,,,,,,,,,,,,
QUICK,8105,Bengali,12,New Delhi,Chittaranjan,3.9,873,500,,,,,,,,,,,,,,,,,,,
None,9277,North,12,Noida,Sector,4.3,56,200,,,,,,,,,,,,,,,,,,,
CASUAL,5353,Kerala,0:00,Kochi,Palarivattom,-,,200,,,,,,,,,,,,,,,,,,,
DESSERT,11917,Desserts,11,Chennai,Chromepet,2.6,80,300,,,,,,,,,,,,,,,,,,,
None,13868,Healthy,10,Mumbai,Goregaon,4.0,259,450,,,,,,,,,,,,,,,,,,,
QUICK,4090,South,5,Chennai,Anna,3.3,23,300,,,,,,,,,,,,,,,,,,,
CAFÉ,13706,Cafe,11,New Delhi,Model,4.2,554,900,,,,,,,,,,,,,,,,,,,
CASUAL,9940,Continental,0:00,Bandra West,Pali,4.0,1058,700,,,,,,,,,,,,,,,,,,,
QUICK,8060,Italian,11,Chennai,Kilpauk,3.9,221,400,,,,,,,,,,,,,,,,,,,
QUICK,3750,Chinese,Closed,Hyderabad,Gachibowli,3.7,106,250,,,,,,,,,,,,,,,,,,,
None,255,Biryani,11,New Delhi,Laxmi,NEW,,300,,,,,,,,,,,,,,,,,,,
CASUAL,6301,North,10,Chennai,George,3.6,309,450,,,,,,,,,,,,,,,,,,,
CAFÉ,1967,Cafe,8,Mumbai,Bandra,4.1,361,550,,,,,,,,,,,,,,,,,,,
QUICK,2228,Fast,0:00,Chennai,Adyar,3.4,35,200,,,,,,,,,,,,,,,,,,,
QUICK,704,Kerala,11,Kochi,Perumbavoor,NEW,,200,,,,,,,,,,,,,,,,,,,
CASUAL,1274,South,12,Hyderabad,Banjara,3.7,133,600,,,,,,,,,,,,,,,,,,,
CASUAL,875,Continental,12,New Delhi,Safdarjung,4.3,261,1500,,,,,,,,,,,,,,,,,,,
None,6313,North,7,,,4.0,29,600,,,,,,,,,,,,,,,,,,,
None,15573,Chinese,11,Mumbai,Goregaon,4.4,151,500,,,,,,,,,,,,,,,,,,,
QUICK,535,Biryani,11,New Delhi,Kalkaji,3.8,111,500,,,,,,,,,,,,,,,,,,,
CASUAL,9327,South,12,Chennai,Egmore,3.6,27,350,,,,,,,,,,,,,,,,,,,
QUICK,3039,Fast,12,Bangalore,Bommanahalli,3.4,6,200,,,,,,,,,,,,,,,,,,,
QUICK,7195,South,0:00,Chennai,Chromepet,3.4,27,350,,,,,,,,,,,,,,,,,,,
CAFÉ,14000,Cafe,12,Faridabad,Sector,4.1,105,700,,,,,,,,,,,,,,,,,,,
DESSERT,15119,Desserts,12,Chennai,Kilpauk,4.0,35,250,,,,,,,,,,,,,,,,,,,
QUICK,9822,North,12,Bangalore,Channasandra,3.4,6,400,,,,,,,,,,,,,,,,,,,
QUICK,426,Fast,1,Mumbai,Kandivali,NEW,,500,,,,,,,,,,,,,,,,,,,
CAFÉ,14127,Cafe,Not,Hyderabad,Banjara,,,350,,,,,,,,,,,,,,,,,,,
FINE,8139,North,0:00,Noida,Sector,4.0,359,3800,,,,,,,,,,,,,,,,,,,
QUICK,4778,North,12,Hyderabad,Mehdipatnam,3.2,140,400,,,,,,,,,,,,,,,,,,,
QUICK,1067,Fast,12,Bangalore,BTM,3.6,11,300,,,,,,,,,,,,,,,,,,,
MESS,5180,Andhra,12,Chennai,GST,3.8,82,200,,,,,,,,,,,,,,,,,,,
CASUAL,8258,Ethiopian,11,Mumbai,Juhu,NEW,,900,,,,,,,,,,,,,,,,,,,
QUICK,9261,North,11,New Delhi,Delhi,4.2,117,700,,,,,,,,,,,,,,,,,,,
CASUAL,6222,South,7,Ernakulam Circle kochi,F1,-,,300,,,,,,,,,,,,,,,,,,,
QUICK,1685,South,7,Hyderabad,Kacheguda,4.1,196,150,,,,,,,,,,,,,,,,,,,
None,13078,Bakery,8,New Delhi,Rohini,4.3,48,300,,,,,,,,,,,,,,,,,,,
CASUAL,12345,European,9,Bangalore,Indiranagar,4.6,5469,1600,,,,,,,,,,,,,,,,,,,
CASUAL,12129,North,0:00,Hyderabad,Chanda,3.5,295,400,,,,,,,,,,,,,,,,,,,
CASUAL,11797,Seafood,0:00,Bangalore,JP,3.4,11,500,,,,,,,,,,,,,,,,,,,
CASUAL,7944,Mexican,0:00,Chennai,Kilpauk,4.0,223,800,,,,,,,,,,,,,,,,,,,
CASUAL,5898,North,11,Chennai,Koyambedu,3.0,24,550,,,,,,,,,,,,,,,,,,,
QUICK,5036,North,11,Ghaziabad,Vasundhara,3.6,69,400,,,,,,,,,,,,,,,,,,,
QUICK,500,South,9,Kochi,Perumbavoor,NEW,,200,,,,,,,,,,,,,,,,,,,
BEVERAGE,7733,Beverages,11,Kochi,Kacheripady,-,,150,,,,,,,,,,,,,,,,,,,
FOOD,3343,Kerala,11,Bangalore,Koramangala,3.8,38,400,,,,,,,,,,,,,,,,,,,
CAFÉ,7562,North,0:00,Bangalore,BTM,3.9,351,200,,,,,,,,,,,,,,,,,,,
QUICK,10201,Kerala,6,Kochi,Chullickal,3.2,5,200,,,,,,,,,,,,,,,,,,,
CASUAL,6649,Italian,12,Mumbai,Khar,4.2,546,750,,,,,,,,,,,,,,,,,,,
BAR,9958,Finger,11,Bangalore,Whitefield,4.0,1097,1450,,,,,,,,,,,,,,,,,,,
QUICK,12756,South,8,Hyderabad,Kukatpally,3.8,352,150,,,,,,,,,,,,,,,,,,,
CASUAL,10227,Continental,11,Kochi,Nedumbassery,NEW,,800,,,,,,,,,,,,,,,,,,,
CASUAL,4192,South,4,Chennai,Kodambakkam,3.6,31,300,,,,,,,,,,,,,,,,,,,
CASUAL,4147,North,12,Mumbai,Bandra,4.4,139,2000,,,,,,,,,,,,,,,,,,,
QUICK,312,North,11,Chennai,Potheri,3.4,30,300,,,,,,,,,,,,,,,,,,,
CASUAL,8815,North,11,Chennai,Kelambakkam,2.8,160,500,,,,,,,,,,,,,,,,,,,
QUICK,12649,North,10,Bengalore,Banashankari,3.4,7,350,,,,,,,,,,,,,,,,,,,
CASUAL,14851,Chinese,7,Bangalore,Hennur,3.7,64,400,,,,,,,,,,,,,,,,,,,
QUICK,5223,North,6,Kochi,65/3794,-,,300,,,,,,,,,,,,,,,,,,,
QUICK,3358,Kerala,0:00,Kochi,Thevera,-,,250,,,,,,,,,,,,,,,,,,,
BAKERY,4994,Bakery,6,Chennai,T.,3.8,19,100,,,,,,,,,,,,,,,,,,,
QUICK,840,South,8,Kochi,Kakkanad,-,,300,,,,,,,,,,,,,,,,,,,
CASUAL,13741,Chinese,10,Ghaziabad,Indirapuram,3.2,309,450,,,,,,,,,,,,,,,,,,,
QUICK,3509,Pizza,0:00,Chennai,Ramapuram,3.7,17,250,,,,,,,,,,,,,,,,,,,
BAR,1149,Finger,11,Chennai,Arumbakkam,3.4,44,2100,,,,,,,,,,,,,,,,,,,
LOUNGE,13339,Finger,7,Hyderabad,Begumpet,3.5,58,2000,,,,,,,,,,,,,,,,,,,
CASUAL,4979,Street,0:00,Chennai,Mylapore,4.0,682,800,,,,,,,,,,,,,,,,,,,
CAFÉ,7003,Cafe,12,Mumbai,Borivali,3.7,113,400,,,,,,,,,,,,,,,,,,,
QUICK,8298,South,8,Near Reliance Fresh,Edappally,3.5,65,300,,,,,,,,,,,,,,,,,,,
QUICK,4321,Fast,9,Noida,Near,4.3,93,200,,,,,,,,,,,,,,,,,,,
CAFÉ,14548,Cafe,0:00,New Delhi,South,3.9,62,800,,,,,,,,,,,,,,,,,,,
CASUAL,8007,North,12,Secunderabad,Uppal,3.8,100,600,,,,,,,,,,,,,,,,,,,
None,1133,North,4,,,4.2,55,200,,,,,,,,,,,,,,,,,,,
MICROBREWERY,13778,Modern,12,Mumbai,Powai,4.4,1488,2000,,,,,,,,,,,,,,,,,,,
QUICK,226,North,11,Chennai,Aminijikarai,NEW,,250,,,,,,,,,,,,,,,,,,,
FINE,14635,Modern,12,Mumbai,Bandra,4.5,176,4000,,,,,,,,,,,,,,,,,,,
FOOD,15108,Tibetan,11,Bangalore,Whitefield,3.6,67,400,,,,,,,,,,,,,,,,,,,
BAKERY,4887,Bakery,10,Navi Mumbai,Kopar,3.9,128,200,,,,,,,,,,,,,,,,,,,
BAR,15074,Continental,11,Chennai,Velachery,4.1,246,1800,,,,,,,,,,,,,,,,,,,
DESSERT,3797,Desserts,9,Kochi,Kakkanad,-,,450,,,,,,,,,,,,,,,,,,,
QUICK,7507,Chinese,10,Chennai,GST,3.5,37,250,,,,,,,,,,,,,,,,,,,
QUICK,5192,Street,11,Hyderabad,Gachibowli,3.0,118,250,,,,,,,,,,,,,,,,,,,
LOUNGE,8016,Continental,0:00,Bangalore,Domlur,4.0,1831,1600,,,,,,,,,,,,,,,,,,,
None,6912,North,8,New Delhi,Uttam,3.5,20,200,,,,,,,,,,,,,,,,,,,
CASUAL,15503,Asian,12,Hyderabad,Gachibowli,4.4,267,1750,,,,,,,,,,,,,,,,,,,
CAFÉ,4918,Cafe,10,Mumbai,Kandivali,3.8,48,300,,,,,,,,,,,,,,,,,,,
BEVERAGE,13977,Beverages,0:00,Kochi,Kakkanad,-,,150,,,,,,,,,,,,,,,,,,,
None,4788,Street,11,,,3.7,616,250,,,,,,,,,,,,,,,,,,,
CASUAL,8699,Maharashtrian,10,Thane West,Naupada,4.1,812,500,,,,,,,,,,,,,,,,,,,
CASUAL,3571,North,11,Noida,Sector,4.1,22,1000,,,,,,,,,,,,,,,,,,,
CASUAL,12813,North,8,Mumbai,Lower,3.6,275,800,,,,,,,,,,,,,,,,,,,
CAFÉ,2783,Cafe,11,Navi Mumbai,CBD-Belapur,4.3,1042,450,,,,,,,,,,,,,,,,,,,
KIOSK,7152,Street,4,Kilpauk,Davidpuram,3.2,26,200,,,,,,,,,,,,,,,,,,,
QUICK,3632,North,9,Bangalore,Kasavanahalli,4.1,67,300,,,,,,,,,,,,,,,,,,,
None,14242,Chinese,1,New Delhi,Jail,4.1,378,200,,,,,,,,,,,,,,,,,,,
QUICK,10600,South,0:00,Bangalore,Basavanagudi,4.3,470,100,,,,,,,,,,,,,,,,,,,
QUICK,1007,Biryani,11,Chennai,AMBATTUR,3.6,37,300,,,,,,,,,,,,,,,,,,,
CASUAL,12461,North,24,Bangalore,Lavelle,3.4,127,1200,,,,,,,,,,,,,,,,,,,
LOUNGE,8724,European,12,New Delhi,Hauz,4.1,907,1800,,,,,,,,,,,,,,,,,,,
CASUAL,4165,Continental,12,Hyderabad,Gachibowli,3.7,292,1000,,,,,,,,,,,,,,,,,,,
QUICK,1172,Chinese,11,Bengaluru,BTM,3.7,27,300,,,,,,,,,,,,,,,,,,,
FINE,9697,Japanese,0:00,Bangalore,Seshadripuram,4.1,210,2200,,,,,,,,,,,,,,,,,,,
CASUAL,12824,North,11,Secunderabad,A,3.9,149,1000,,,,,,,,,,,,,,,,,,,
CAFÉ,13456,Cafe,Closed,Chennai,Anna,4.0,339,600,,,,,,,,,,,,,,,,,,,
QUICK,2114,North,12,Hyderabad,Kondapur,3.8,251,200,,,,,,,,,,,,,,,,,,,
BEVERAGE,8748,Beverages,12,Hyderabad,Gachibowli,3.9,301,300,,,,,,,,,,,,,,,,,,,
FINE,1040,Italian,0:00,Kochi,Vypin,3.5,8,1600,,,,,,,,,,,,,,,,,,,
DESSERT,3497,Fast,9,Gurgaon,Golf,4.6,965,500,,,,,,,,,,,,,,,,,,,
LOUNGE,10840,European,6,Gurgaon,Sector,4.3,739,2800,,,,,,,,,,,,,,,,,,,
CASUAL,11972,Chinese,9,Mumbai,Mira,3.8,224,450,,,,,,,,,,,,,,,,,,,
BAKERY,2606,Bakery,10,Chennai,Red,3.2,10,400,,,,,,,,,,,,,,,,,,,
DESSERT,7554,Desserts,11,Bangalore,Electronic,NEW,,150,,,,,,,,,,,,,,,,,,,
FINE,2691,Spanish,0:00,Bangalore,Lavelle,4.6,1446,2200,,,,,,,,,,,,,,,,,,,
QUICK,10334,Pizza,11,Faridabad,Sector,3.5,29,450,,,,,,,,,,,,,,,,,,,
CASUAL,3364,Cafe,8,Kochi,Pallimukku,-,,300,,,,,,,,,,,,,,,,,,,
CASUAL,1552,Continental,24,Bangalore,Electronic,4.0,428,1400,,,,,,,,,,,,,,,,,,,
PUB,14507,Russian,12,Bangalore,Indiranagar,4.2,2978,1300,,,,,,,,,,,,,,,,,,,
LOUNGE,13340,Finger,3,Bangalore,Whitefield,3.7,66,1800,,,,,,,,,,,,,,,,,,,
QUICK,8816,North,11,New Delhi,East,NEW,,650,,,,,,,,,,,,,,,,,,,
CASUAL,2552,North,11,Chennai,Thuraipakkam,3.7,82,700,,,,,,,,,,,,,,,,,,,
QUICK,8328,South,8,Bangalore,Malleshwaram,4.4,125,120,,,,,,,,,,,,,,,,,,,
DHABA,1663,North,0:00,Faridabad,NIT,3.6,77,500,,,,,,,,,,,,,,,,,,,
CASUAL,8528,North,12,Ghaziabad,Raj,3.6,87,1200,,,,,,,,,,,,,,,,,,,
CASUAL,9598,Biryani,0:00,Bangalore,St.,3.9,200,800,,,,,,,,,,,,,,,,,,,
BAR,14335,North,12,Hyderabad,Gachibowli,4.2,479,1500,,,,,,,,,,,,,,,,,,,
QUICK,4825,North,0:00,Bangalore,Shanti,3.8,171,400,,,,,,,,,,,,,,,,,,,
QUICK,8885,Fast,11,Noida,Sector,3.7,32,250,,,,,,,,,,,,,,,,,,,
CAFÉ,15139,Cafe,8,Chennai,Adyar,4.2,850,700,,,,,,,,,,,,,,,,,,,
