Review Text,Review Title,topic
"I like to try different vegan protein powders, even if I liked the one I had before, just to see what options are out there. This is by far one of the biggest disappointments. I try to get all organic products because I don’t like the level of pesticides allowed for non-org and they tend to taste better than non-org item do. In my opinion, the ingredients are cheap (only using rice and pea protein is a corporate money-saving move), and the flavor is just awful. The pea protein overpowers everything else in there and leaves a sour flavor as an aftertaste. The texture is really, REALLY grainy as well. Most vegan proteins are grainy to a certain extent owing to the veggie/rice/seed proteins used, but this is by far the worst offender yet. Just gross. I was really hoping it would be a winner from what a great brand I’d heard this to be. Wawaawaaa.",Skip it and go get Vega instead,Bad Taste/Flavor
"Mostly these are ok, the flavors are pretty good but.....there is one flavor that is super strange and kind of gross. I cannot for the life of me figure out what it is supposed to taste like. They will also get stuck in your teeth. They are great value for money though and have all the essential things you need in a prenatal.",They are better tasting than most prenatals,Texture
"Mostly these are ok, the flavors are pretty good but.....there is one flavor that is super strange and kind of gross. I cannot for the life of me figure out what it is supposed to taste like. They will also get stuck in your teeth. They are great value for money though and have all the essential things you need in a prenatal.",They are better tasting than most prenatals,Bad Taste/Flavor
"From my research I read an article that these were a good vitamin for the price.  I have an average knowledge of vitamins. Unfortunately for me, every time I went to the bathroom throughout the day my urine was always a bright yellow.  I drink approximately 5-6 water bottles a day.  By the evening before I went to bed the color was not as bad but still there.  It seems something in these vitamins is off or too strong.  I’ve taken many other vitamins and had the typical bright color urine but typically it would wear off after going to the bathroom a few times.  Unfortunately I’ve past the 30 day window so I can’t get a refund.",Urine color,Quality/Contaminated
"Never received our tp. We sent a couple emails contacting seller, asking what happened? No response.  It's been so long we have forgotten about it and now we are over it. Taking the lose but learning a lesson to never buy from this seller again.",Never received package!,Shipment and delivery
"Tried to buy Stevia for my coffee in bulk so I picked these ... Wrong choice!! This stuff does not taste in ANYWAY as good as the liquid sweet leaf Stevia brand. ""X Brand""s policy does not allow me to return the unopened one to get ANY kind of credit back. WONDERFUL !!  TASTE IS HORRIBLE !! Now it cost me $50.00 for coffee sweetener !!","Tried to buy in bulk, this taste TERRIBLE compared the sweet leaf brand !!!!",Too Sweet
"Tried to buy Stevia for my coffee in bulk so I picked these ... Wrong choice!! This stuff does not taste in ANYWAY as good as the liquid sweet leaf Stevia brand. ""X Brand""s policy does not allow me to return the unopened one to get ANY kind of credit back. WONDERFUL !!  TASTE IS HORRIBLE !! Now it cost me $50.00 for coffee sweetener !!","Tried to buy in bulk, this taste TERRIBLE compared the sweet leaf brand !!!!",Bad Taste/Flavor
Gave me bad stomach cramps and bloating for over 12 hours. Felt miserable like I had a huge log in my stomach.,Cause horrible bloating,Too big to swallow
Gave me bad stomach cramps and bloating for over 12 hours. Felt miserable like I had a huge log in my stomach.,Cause horrible bloating,Quality/Contaminated
Gave me bad stomach cramps and bloating for over 12 hours. Felt miserable like I had a huge log in my stomach.,Cause horrible bloating,Allergic
"It is not as effective as Pampers sensitive wipes, and it is not skin friendly as water based wipes. There are a little bit dry too.",Not chemicals free and a little bit dry,Not Effective
Does not hold as much as assurance and a bit too large,Not great for price,Too big to swallow
"Put a pill in cup of water and leave for couple hours see what you are left with???? Looks like plastic to digest, plus they are huge!",Like digesting a Bullet !,Too big to swallow
"I used this product on a daily/regular basis and didn't notice any difference from when I wasn't using it.  Your results may be different, but I felt no different.",I didn't notice any difference.,Not Effective
"I never felt a boost in energy but the crash as the caffeine leaves the system is very taxing, which is a weird effect I have never encountered with other energy pills. I wouldn’t recommend this",Definitely not for me,Texture
